"TrialNo","Filename","Level","Key","StartNote","HeardArr","HeardRange","ProbeNo","ProbeNote_inscale","ProbePrev","LowProbe","ProbeAcc","ProbeProb","ProbeProb_nostart","Last_Heard","Binom_StartNote_probeprob","Actual_StartNote_probeprob","Binom_LastHrd_probeprob","Actual_LastHrd_probeprob","Diff_LastHrd_Probe","ProbeNote_1","ProbeNote_1or5","AbsDiff_TrueIm_Probe","Direction_Same","Diff_LastHrd_TrueIm","TrueImagined_inscale","TrueIm_1or_5","guessing","discrimination","difficulty","inattention"
1537,"3_4_4_0_1100011_6_1",3,4,0,4,3,1,6,0,0,"1",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1538,"3_4_4_0_1101001_6_1",3,4,0,4,3,1,6,0,0,"1",0.318181818,0.318181818,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1539,"3_4_4_0_1101100_6_1",3,4,0,4,3,1,6,0,0,"1",0.318181818,0.318181818,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1540,"3_4_4_0_1110100_4_0",3,4,0,4,4,-1,4,1,0,"0",0.318181818,0.318181818,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,6,0,0.4,1.1284034825656,1.12880106697448,0.97
1541,"3_4_4_0_1110110_9_0",3,4,0,4,4,4,9,0,0,"0",0,0,2,0.00390625,0.158055556,0.1171875,0.248611111,2,0,0,1,1,1,8,1,0.4,1.1284034825656,2.12167912893804,0.97
1542,"3_4_4_0_1111010_7_0",3,4,0,4,5,2,7,0,0,"0",0,0,4,0.109375,0.286944444,0.1171875,0.248611111,2,0,0,1,1,1,8,1,0.4,1.1284034825656,2.61174177316574,0.97
1543,"3_4_4_1_0001010_1_0",3,4,1,4,4,-4,-4,1,0,"0",0,0,-2,0.00390625,0.158055556,0.1171875,0.248611111,2,0,0,1,1,1,-5,1,0.4,1.1284034825656,2.12167912893804,0.97
1544,"3_4_4_1_0001100_2_1",3,4,1,4,4,-3,-5,0,1,"1",0.181818182,0.181818182,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,0,1,1,-5,1,0.4,1.1284034825656,-0.182314343510417,0.97
1545,"3_4_4_1_0010101_2_0",3,4,1,4,3,-3,-5,1,0,"0",0.181818182,0.181818182,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,2,0,1,-7,0,0.4,1.1284034825656,0.587545473273378,0.97
1546,"3_4_4_1_0011000_2_1",3,4,1,4,3,-3,-5,0,1,"1",0.181818182,0.181818182,0,0.03125,0.228611111,0.03125,0.114166667,3,0,1,0,1,3,-5,1,0.4,1.1284034825656,0.582080640689481,0.97
1547,"3_4_4_1_0011001_4_1",3,4,1,4,3,-1,-7,0,1,"1",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1548,"3_4_4_1_0011011_4_0",3,4,1,4,3,-1,-7,0,1,"0",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,2,0,1,2,0,0.4,1.1284034825656,0.587545473273378,0.97
1549,"3_4_4_1_0011101_6_1",3,4,1,4,3,1,2,0,0,"1",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1550,"3_4_4_1_0011110_6_1",3,4,1,4,3,1,2,0,0,"1",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1551,"3_4_4_1_0100101_6_0",3,4,1,4,3,1,2,1,0,"0",0.318181818,0.318181818,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,-7,0,0.4,1.1284034825656,0.638738422746789,0.97
1552,"3_4_4_1_0110110_8_0",3,4,1,4,3,3,4,1,0,"0",0.181818182,0.181818182,0,0.03125,0.228611111,0.03125,0.114166667,3,0,0,2,1,1,2,0,0.4,1.1284034825656,0.638738422746789,0.97
1553,"3_4_4_1_1000001_2_1",3,4,1,4,4,-3,-5,0,1,"1",0.181818182,0.181818182,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,0,1,1,-5,1,0.4,1.1284034825656,-0.182314343510417,0.97
1554,"3_4_4_1_1000101_2_0",3,4,1,4,4,-3,-5,1,0,"0",0.181818182,0.181818182,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,2,0,1,-7,0,0.4,1.1284034825656,1.07760811750107,0.97
1555,"3_4_4_1_1001001_3_0",3,4,1,4,3,-2,-6,0,1,"0",0,0,0,0.109375,0.286944444,0.109375,0.248611111,2,0,0,1,1,1,-7,0,0.4,1.1284034825656,1.63161648471035,0.97
1556,"3_4_4_1_1010110_6_1",3,4,1,4,2,1,2,0,0,"1",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,0.096524160692095,0.97
1557,"3_4_4_1_1011010_8_0",3,4,1,4,3,3,4,1,0,"0",0.181818182,0.181818182,2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,2,1,1,2,0,0.4,1.1284034825656,0.587545473273378,0.97
1558,"3_4_4_1_1100110_6_1",3,4,1,4,3,1,2,0,0,"1",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1559,"3_4_4_1_1101010_4_0",3,4,1,4,3,-1,-7,1,0,"0",0.318181818,0.318181818,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,2,0,0.4,1.1284034825656,0.638738422746789,0.97
1560,"3_4_4_1_1110110_8_1",3,4,1,4,4,3,4,0,0,"1",0.181818182,0.181818182,2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.182314343510417,0.97
1561,"3_4_4_1_1111010_9_0",3,4,1,4,5,4,5,0,0,"0",0,0,4,0.00390625,0.158055556,0.24609375,0.22,0,0,1,1,0,1,4,0,0.4,1.1284034825656,2.61751078167009,0.97
1562,"3_4_5_0_0001100_2_1",3,5,0,4,4,-3,2,0,0,"1",0.181818182,0.181818182,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.182314343510417,0.97
1563,"3_4_5_0_0010011_6_0",3,5,0,4,3,1,6,1,0,"0",0.318181818,0.318181818,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,4,0,0.4,1.1284034825656,0.638738422746789,0.97
1564,"3_4_5_0_0010101_4_1",3,5,0,4,3,-1,4,0,0,"1",0.318181818,0.318181818,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1565,"3_4_5_0_0011110_7_0",3,5,0,4,3,2,7,0,0,"0",0,0,0,0.109375,0.286944444,0.109375,0.248611111,2,0,0,1,1,1,6,0,0.4,1.1284034825656,1.63161648471035,0.97
1566,"3_4_5_0_0100001_1_0",3,5,0,4,3,-4,1,0,0,"0",0,0,-2,0.00390625,0.158055556,0.1171875,0.248611111,2,1,1,1,1,1,2,0,0.4,1.1284034825656,1.63161648471035,0.97
1567,"3_4_5_0_0101110_8_0",3,5,0,4,2,3,8,1,0,"0",0.181818182,0.181818182,0,0.03125,0.228611111,0.03125,0.114166667,3,1,1,2,1,1,6,0,0.4,1.1284034825656,0.148675778519096,0.97
1568,"3_4_5_0_0110001_6_0",3,5,0,4,3,1,6,0,0,"0",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,2,1,1,4,0,0.4,1.1284034825656,0.587545473273378,0.97
1569,"3_4_5_0_0111100_8_0",3,5,0,4,4,3,8,0,0,"0",0.181818182,0.181818182,2,0.03125,0.228611111,0.205078125,0.368055556,1,1,1,2,1,1,6,0,0.4,1.1284034825656,1.07760811750107,0.97
1570,"3_4_5_0_1000011_4_1",3,5,0,4,4,-1,4,0,0,"1",0.318181818,0.318181818,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.182314343510417,0.97
1571,"3_4_5_0_1000100_2_1",3,5,0,4,4,-3,2,0,0,"1",0.181818182,0.181818182,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.182314343510417,0.97
1572,"3_4_5_0_1000101_6_0",3,5,0,4,4,1,6,0,0,"0",0.318181818,0.318181818,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,4,0,0.4,1.1284034825656,1.12880106697448,0.97
1573,"3_4_5_0_1001011_6_1",3,5,0,4,3,1,6,0,0,"1",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1574,"3_4_5_0_1010110_6_1",3,5,0,4,2,1,6,0,0,"1",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,0.096524160692095,0.97
1575,"3_4_5_0_1011100_6_1",3,5,0,4,3,1,6,0,0,"1",0.318181818,0.318181818,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1576,"3_4_5_0_1011101_8_1",3,5,0,4,3,3,8,0,0,"1",0.181818182,0.181818182,2,0.03125,0.228611111,0.205078125,0.368055556,1,1,1,0,1,1,8,1,0.4,1.1284034825656,-0.0428950914091608,0.97
1577,"3_4_5_0_1100001_2_0",3,5,0,4,3,-3,2,1,0,"0",0.181818182,0.181818182,0,0.03125,0.228611111,0.03125,0.114166667,3,0,0,2,1,1,4,0,0.4,1.1284034825656,0.638738422746789,0.97
1578,"3_4_5_0_1101100_6_1",3,5,0,4,3,1,6,0,0,"1",0.318181818,0.318181818,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1579,"3_4_5_0_1110110_8_1",3,5,0,4,4,3,8,0,0,"1",0.181818182,0.181818182,2,0.03125,0.228611111,0.205078125,0.368055556,1,1,1,0,1,1,8,1,0.4,1.1284034825656,-0.182314343510417,0.97
1580,"3_4_5_1_0000101_2_1",3,5,1,4,5,-3,-5,0,1,"1",0.181818182,0.181818182,-4,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,0,1,1,-5,1,0.4,1.1284034825656,-0.321733595611672,0.97
1581,"3_4_5_1_0000111_6_0",3,5,1,4,5,1,2,1,0,"0",0.318181818,0.318181818,-4,0.21875,0.326388889,0.043945313,0.007777778,5,0,0,2,1,3,-7,0,0.4,1.1284034825656,1.64031546137746,0.97
1582,"3_4_5_1_0001001_2_1",3,5,1,4,4,-3,-5,0,1,"1",0.181818182,0.181818182,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,0,1,1,-5,1,0.4,1.1284034825656,-0.182314343510417,0.97
1583,"3_4_5_1_0010101_6_0",3,5,1,4,3,1,2,1,0,"0",0.318181818,0.318181818,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,-7,0,0.4,1.1284034825656,0.638738422746789,0.97
1584,"3_4_5_1_0011110_6_1",3,5,1,4,3,1,2,0,0,"1",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1585,"3_4_5_1_0100010_1_0",3,5,1,4,3,-4,-4,1,0,"0",0,0,-2,0.00390625,0.158055556,0.1171875,0.248611111,2,0,0,1,1,1,-5,1,0.4,1.1284034825656,1.63161648471035,0.97
1586,"3_4_5_1_0100011_4_1",3,5,1,4,3,-1,-7,0,1,"1",0.318181818,0.318181818,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1587,"3_4_5_1_0100101_3_0",3,5,1,4,3,-2,-6,0,1,"0",0,0,-2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,-7,0,0.4,1.1284034825656,1.6373854932147,0.97
1588,"3_4_5_1_0101001_4_1",3,5,1,4,2,-1,-7,0,1,"1",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,0.096524160692095,0.97
1589,"3_4_5_1_0101101_4_0",3,5,1,4,2,-1,-7,0,1,"0",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,2,0,1,2,0,0.4,1.1284034825656,0.0974828290456856,0.97
1590,"3_4_5_1_0110001_4_1",3,5,1,4,3,-1,-7,0,1,"1",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1591,"3_4_5_1_0111010_6_1",3,5,1,4,4,1,2,0,0,"1",0.318181818,0.318181818,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.182314343510417,0.97
1592,"3_4_5_1_1000011_2_0",3,5,1,4,4,-3,-5,0,1,"0",0.181818182,0.181818182,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,2,0,1,-7,0,0.4,1.1284034825656,1.07760811750107,0.97
1593,"3_4_5_1_1000100_2_1",3,5,1,4,4,-3,-5,0,1,"1",0.181818182,0.181818182,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,0,1,1,-5,1,0.4,1.1284034825656,-0.182314343510417,0.97
1594,"3_4_5_1_1001001_3_0",3,5,1,4,3,-2,-6,0,1,"0",0,0,0,0.109375,0.286944444,0.109375,0.248611111,2,0,0,1,1,1,-7,0,0.4,1.1284034825656,1.63161648471035,0.97
1595,"3_4_5_1_1010001_4_1",3,5,1,4,2,-1,-7,0,1,"1",0.318181818,0.318181818,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,0.096524160692095,0.97
1596,"3_4_5_1_1011010_8_0",3,5,1,4,3,3,4,1,0,"0",0.181818182,0.181818182,2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,2,1,1,2,0,0.4,1.1284034825656,0.587545473273378,0.97
1597,"3_4_5_1_1011100_6_1",3,5,1,4,3,1,2,0,0,"1",0.318181818,0.318181818,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1598,"3_4_5_1_1100001_3_0",3,5,1,4,3,-2,-6,0,1,"0",0,0,0,0.109375,0.286944444,0.109375,0.248611111,2,0,0,1,1,1,-7,0,0.4,1.1284034825656,1.63161648471035,0.97
1599,"3_4_5_1_1101011_8_1",3,5,1,4,3,3,4,0,0,"1",0.181818182,0.181818182,2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1600,"3_4_5_1_1101100_7_0",3,5,1,4,3,2,3,0,0,"0",0,0,2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,2,0,0.4,1.1284034825656,1.6373854932147,0.97
1601,"3_5_1_0_00001011_2_0",3,1,0,5,5,-3,2,0,0,"0",0,0,-3,0.03125,0.228611111,0.24609375,0.22,0,0,0,1,0,1,3,0,0.4,1.1284034825656,2.61751078167009,0.97
1602,"3_5_1_0_00011011_4_0",3,1,0,5,4,-1,4,0,0,"0",0,0,-1,0.21875,0.326388889,0.24609375,0.22,0,0,0,1,0,1,5,1,0.4,1.1284034825656,2.12744813744239,0.97
1603,"3_5_1_0_00101010_1_0",3,1,0,5,3,-4,1,1,0,"0",0.090909091,0.133333333,-1,0.00390625,0.158055556,0.043945313,0.114166667,3,1,1,2,1,1,3,0,0.4,1.1284034825656,0.638738422746789,0.97
1604,"3_5_1_0_01000110_3_1",3,1,0,5,4,-2,3,0,0,"1",0.25,0.366666667,-3,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.182314343510417,0.97
1605,"3_5_1_0_01001001_3_1",3,1,0,5,3,-2,3,0,0,"1",0.25,0.366666667,-1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1606,"3_5_1_0_01001111_8_0",3,1,0,5,3,3,8,1,0,"0",0,0,-1,0.03125,0.228611111,0.1171875,0.040277778,4,1,1,1,1,3,7,0,0.4,1.1284034825656,1.67362382828456,0.97
1607,"3_5_1_0_01010111_8_0",3,1,0,5,2,3,8,1,0,"0",0,0,-1,0.03125,0.228611111,0.1171875,0.040277778,4,1,1,1,1,3,7,0,0.4,1.1284034825656,1.18356118405686,0.97
1608,"3_5_1_0_01011110_7_1",3,1,0,5,3,2,7,0,0,"1",0.25,0.366666667,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1609,"3_5_1_0_01110101_7_1",3,1,0,5,4,2,7,0,0,"1",0.25,0.366666667,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.182314343510417,0.97
1610,"3_5_1_0_10010001_3_1",3,1,0,5,3,-2,3,0,0,"1",0.25,0.366666667,-1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1611,"3_5_1_0_10100010_2_0",3,1,0,5,3,-3,2,1,0,"0",0,0,-1,0.03125,0.228611111,0.1171875,0.248611111,2,0,0,1,1,1,3,0,0.4,1.1284034825656,1.63161648471035,0.97
1612,"3_5_1_0_10101110_9_0",3,1,0,5,2,4,9,1,0,"0",0.090909091,0.133333333,1,0.00390625,0.158055556,0.043945313,0.114166667,3,0,0,2,1,1,7,0,0.4,1.1284034825656,0.148675778519096,0.97
1613,"3_5_1_0_11000001_4_0",3,1,0,5,4,-1,4,0,0,"0",0,0,-1,0.21875,0.326388889,0.24609375,0.22,0,0,0,1,0,1,3,0,0.4,1.1284034825656,2.12744813744239,0.97
1614,"3_5_1_0_11000111_7_1",3,1,0,5,4,2,7,0,0,"1",0.25,0.366666667,-1,0.109375,0.286944444,0.205078125,0.114166667,3,0,0,0,1,3,7,0,0.4,1.1284034825656,0.442661388588225,0.97
1615,"3_5_1_0_11001011_7_1",3,1,0,5,3,2,7,0,0,"1",0.25,0.366666667,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1616,"3_5_1_0_11001110_8_0",3,1,0,5,3,3,8,0,0,"0",0,0,1,0.03125,0.228611111,0.1171875,0.248611111,2,1,1,1,1,1,7,0,0.4,1.1284034825656,1.63161648471035,0.97
1617,"3_5_1_0_11010101_9_0",3,1,0,5,3,4,9,1,0,"0",0.090909091,0.133333333,1,0.00390625,0.158055556,0.043945313,0.114166667,3,0,0,2,1,1,7,0,0.4,1.1284034825656,0.638738422746789,0.97
1618,"3_5_1_0_11010110_7_1",3,1,0,5,3,2,7,0,0,"1",0.25,0.366666667,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1619,"3_5_1_0_11100101_7_1",3,1,0,5,4,2,7,0,0,"1",0.25,0.366666667,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.182314343510417,0.97
1620,"3_5_1_0_11110100_7_1",3,1,0,5,5,2,7,0,0,"1",0.25,0.366666667,3,0.109375,0.286944444,0.1171875,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.321733595611672,0.97
1621,"3_5_1_1_00001101_3_1",3,1,1,5,5,-2,-6,0,1,"1",0.25,0.366666667,-3,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,-6,0,0.4,1.1284034825656,-0.321733595611672,0.97
1622,"3_5_1_1_00010111_6_0",3,1,1,5,4,1,2,1,0,"0",0,0,-3,0.21875,0.326388889,0.1171875,0.040277778,4,0,0,1,1,3,1,1,0.4,1.1284034825656,2.16368647251225,0.97
1623,"3_5_1_1_00100101_3_1",3,1,1,5,4,-2,-6,0,1,"1",0.25,0.366666667,-3,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,-6,0,0.4,1.1284034825656,-0.182314343510417,0.97
1624,"3_5_1_1_00100110_1_0",3,1,1,5,4,-4,-4,1,0,"0",0.090909091,0.133333333,-3,0.00390625,0.158055556,0.205078125,0.368055556,1,0,0,2,0,1,-6,0,0.4,1.1284034825656,1.07760811750107,0.97
1625,"3_5_1_1_00101001_1_0",3,1,1,5,3,-4,-4,1,0,"0",0.090909091,0.133333333,-1,0.00390625,0.158055556,0.043945313,0.114166667,3,0,0,2,1,1,-6,0,0.4,1.1284034825656,0.638738422746789,0.97
1626,"3_5_1_1_01011101_7_1",3,1,1,5,3,2,3,0,0,"1",0.25,0.366666667,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1627,"3_5_1_1_01100010_3_1",3,1,1,5,3,-2,-6,0,1,"1",0.25,0.366666667,-1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,-6,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1628,"3_5_1_1_01110110_6_0",3,1,1,5,4,1,2,0,0,"0",0,0,1,0.21875,0.326388889,0.24609375,0.22,0,0,0,1,0,1,3,0,0.4,1.1284034825656,2.12744813744239,0.97
1629,"3_5_1_1_01111001_6_0",3,1,1,5,5,1,2,0,0,"0",0,0,3,0.21875,0.326388889,0.1171875,0.248611111,2,0,0,1,1,1,3,0,0.4,1.1284034825656,2.61174177316574,0.97
1630,"3_5_1_1_10000110_1_0",3,1,1,5,5,-4,-4,1,0,"0",0.090909091,0.133333333,-3,0.00390625,0.158055556,0.205078125,0.368055556,1,0,0,2,0,1,-6,0,0.4,1.1284034825656,1.56767076172876,0.97
1631,"3_5_1_1_10001001_3_1",3,1,1,5,4,-2,-6,0,1,"1",0.25,0.366666667,-1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,-6,0,0.4,1.1284034825656,-0.182314343510417,0.97
1632,"3_5_1_1_10001111_7_1",3,1,1,5,4,2,3,0,0,"1",0.25,0.366666667,-1,0.109375,0.286944444,0.205078125,0.114166667,3,0,0,0,1,3,3,0,0.4,1.1284034825656,0.442661388588225,0.97
1633,"3_5_1_1_10010001_4_0",3,1,1,5,3,-1,-7,0,1,"0",0,0,-1,0.21875,0.326388889,0.24609375,0.22,0,0,0,1,0,1,-6,0,0.4,1.1284034825656,1.6373854932147,0.97
1634,"3_5_1_1_10101101_9_0",3,1,1,5,2,4,5,1,0,"0",0.090909091,0.133333333,1,0.00390625,0.158055556,0.043945313,0.114166667,3,0,1,2,1,1,3,0,0.4,1.1284034825656,0.148675778519096,0.97
1635,"3_5_1_1_10110101_7_1",3,1,1,5,3,2,3,0,0,"1",0.25,0.366666667,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1636,"3_5_1_1_11001101_6_0",3,1,1,5,3,1,2,0,0,"0",0,0,1,0.21875,0.326388889,0.24609375,0.22,0,0,0,1,0,1,3,0,0.4,1.1284034825656,1.6373854932147,0.97
1637,"3_5_1_1_11010101_7_1",3,1,1,5,3,2,3,0,0,"1",0.25,0.366666667,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1638,"3_5_1_1_11011001_7_1",3,1,1,5,4,2,3,0,0,"1",0.25,0.366666667,3,0.109375,0.286944444,0.1171875,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.182314343510417,0.97
1639,"3_5_1_1_11110100_9_0",3,1,1,5,5,4,5,0,0,"0",0.090909091,0.133333333,3,0.00390625,0.158055556,0.205078125,0.368055556,1,0,1,2,1,1,3,0,0.4,1.1284034825656,1.56767076172876,0.97
1640,"3_5_2_0_00001011_1_0",3,2,0,5,5,-4,1,0,0,"0",0.090909091,0.133333333,-3,0.00390625,0.158055556,0.205078125,0.368055556,1,1,1,2,0,1,3,0,0.4,1.1284034825656,1.56767076172876,0.97
1641,"3_5_2_0_00100101_4_0",3,2,0,5,4,-1,4,0,0,"0",0,0,-3,0.21875,0.326388889,0.1171875,0.248611111,2,0,0,1,1,1,3,0,0.4,1.1284034825656,2.12167912893804,0.97
1642,"3_5_2_0_00101111_7_1",3,2,0,5,3,2,7,0,0,"1",0.25,0.366666667,-1,0.109375,0.286944444,0.205078125,0.114166667,3,0,0,0,1,3,7,0,0.4,1.1284034825656,0.582080640689481,0.97
1643,"3_5_2_0_00110111_6_0",3,2,0,5,3,1,6,0,0,"0",0,0,-1,0.21875,0.326388889,0.24609375,0.248611111,2,0,0,1,1,3,7,0,0.4,1.1284034825656,1.63161648471035,0.97
1644,"3_5_2_0_00111110_7_1",3,2,0,5,4,2,7,0,0,"1",0.25,0.366666667,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.182314343510417,0.97
1645,"3_5_2_0_01001010_4_0",3,2,0,5,3,-1,4,0,0,"0",0,0,-1,0.21875,0.326388889,0.24609375,0.22,0,0,0,1,0,1,3,0,0.4,1.1284034825656,1.6373854932147,0.97
1646,"3_5_2_0_01001111_7_1",3,2,0,5,3,2,7,0,0,"1",0.25,0.366666667,-1,0.109375,0.286944444,0.205078125,0.114166667,3,0,0,0,1,3,7,0,0.4,1.1284034825656,0.582080640689481,0.97
1647,"3_5_2_0_01100111_9_0",3,2,0,5,3,4,9,1,0,"0",0.090909091,0.133333333,-1,0.00390625,0.158055556,0.043945313,0.007777778,5,0,0,2,1,3,7,0,0.4,1.1284034825656,0.660190172922076,0.97
1648,"3_5_2_0_01101101_7_1",3,2,0,5,3,2,7,0,0,"1",0.25,0.366666667,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.0428950914091608,0.97
1649,"3_5_2_0_01101110_6_0",3,2,0,5,3,1,6,0,0,"0",0,0,1,0.21875,0.326388889,0.24609375,0.22,0,0,0,1,0,1,7,0,0.4,1.1284034825656,1.6373854932147,0.97
1650,"3_5_2_0_01110101_7_1",3,2,0,5,4,2,7,0,0,"1",0.25,0.366666667,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.182314343510417,0.97
1651,"3_5_2_0_01110110_7_1",3,2,0,5,4,2,7,0,0,"1",0.25,0.366666667,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.182314343510417,0.97
1652,"3_5_2_0_10000011_4_0",3,2,0,5,5,-1,4,0,0,"0",0,0,-3,0.21875,0.326388889,0.1171875,0.248611111,2,0,0,1,1,1,3,0,0.4,1.1284034825656,2.61174177316574,0.97
