"TrialNo","Filename","Level","Key","StartNote","HeardArr","HeardRange","ProbeNo","ProbeNote_inscale","ProbePrev","LowProbe","ProbeAcc","ProbeProb","ProbeProb_nostart","Last_Heard","Binom_StartNote_probeprob","Actual_StartNote_probeprob","Binom_LastHrd_probeprob","Actual_LastHrd_probeprob","Diff_LastHrd_Probe","ProbeNote_1","ProbeNote_1or5","AbsDiff_TrueIm_Probe","Direction_Same","Diff_LastHrd_TrueIm","TrueImagined_inscale","TrueIm_1or_5","guessing","discrimination","difficulty","inattention"
306,"1_4_3_1_01010_4_1",1,3,1,4,2,-1,-7,0,1,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,-0.215140887399062,0.97
307,"1_4_3_1_01011_6_1",1,3,1,4,2,1,2,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.215140887399062,0.97
308,"1_4_3_1_01101_6_1",1,3,1,4,3,1,2,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.354560139500318,0.97
309,"1_4_3_1_01110_6_1",1,3,1,4,4,1,2,0,0,"1",0.333333333,0.333333333,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.493979391601574,0.97
310,"1_4_3_1_10000_1_0",1,3,1,4,4,-4,-4,1,0,"0",0,0,-2,0.00390625,0.158055556,0.1171875,0.248611111,2,0,0,1,1,1,-5,1,0.4,1.1284034825656,1.84323289850097,0.97
311,"1_4_3_1_10001_4_1",1,3,1,4,4,-1,-7,0,1,"1",0.333333333,0.333333333,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,-0.493979391601574,0.97
312,"1_4_3_1_10010_4_1",1,3,1,4,3,-1,-7,0,1,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,-0.354560139500318,0.97
313,"1_4_3_1_10011_6_1",1,3,1,4,3,1,2,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.354560139500318,0.97
314,"1_4_3_1_10101_6_1",1,3,1,4,2,1,2,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.215140887399062,0.97
315,"1_4_3_1_10110_8_0",1,3,1,4,3,3,4,1,0,"0",0.166666667,0.166666667,2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,2,1,1,2,0,0.4,1.1284034825656,0.309099242836306,0.97
316,"1_4_3_1_10111_8_1",1,3,1,4,3,3,4,0,0,"1",0.166666667,0.166666667,2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.354560139500318,0.97
317,"1_4_3_1_11000_2_0",1,3,1,4,3,-3,-5,1,0,"0",0.166666667,0.166666667,0,0.03125,0.228611111,0.03125,0.114166667,3,0,1,2,1,1,-7,0,0.4,1.1284034825656,0.360292192309717,0.97
318,"1_4_3_1_11010_6_1",1,3,1,4,3,1,2,0,0,"1",0.333333333,0.333333333,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.354560139500318,0.97
319,"1_4_3_1_11011_8_1",1,3,1,4,3,3,4,0,0,"1",0.166666667,0.166666667,2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.354560139500318,0.97
320,"1_4_3_1_11100_6_1",1,3,1,4,4,1,2,0,0,"1",0.333333333,0.333333333,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.493979391601574,0.97
321,"1_4_4_0_00001_1_0",1,4,0,4,5,-4,1,0,0,"0",0,0,-4,0.00390625,0.158055556,0.24609375,0.22,0,1,1,1,0,1,2,0,0.4,1.1284034825656,2.33906455123302,0.97
322,"1_4_4_0_00010_1_0",1,4,0,4,4,-4,1,1,0,"0",0,0,-2,0.00390625,0.158055556,0.1171875,0.248611111,2,1,1,1,1,1,2,0,0.4,1.1284034825656,1.84323289850097,0.97
323,"1_4_4_0_00011_4_1",1,4,0,4,4,-1,4,0,0,"1",0.333333333,0.333333333,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.493979391601574,0.97
324,"1_4_4_0_00110_3_0",1,4,0,4,3,-2,3,0,0,"0",0,0,0,0.109375,0.286944444,0.109375,0.248611111,2,0,0,1,1,1,4,0,0.4,1.1284034825656,1.35317025427328,0.97
325,"1_4_4_0_01001_2_0",1,4,0,4,3,-3,2,1,0,"0",0.166666667,0.166666667,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,2,0,1,4,0,0.4,1.1284034825656,0.309099242836306,0.97
326,"1_4_4_0_01010_4_1",1,4,0,4,2,-1,4,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.215140887399062,0.97
327,"1_4_4_0_01011_6_1",1,4,0,4,2,1,6,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.215140887399062,0.97
328,"1_4_4_0_01100_3_0",1,4,0,4,3,-2,3,1,0,"0",0,0,0,0.109375,0.286944444,0.109375,0.248611111,2,0,0,1,1,1,4,0,0.4,1.1284034825656,1.35317025427328,0.97
329,"1_4_4_0_01110_6_1",1,4,0,4,4,1,6,0,0,"1",0.333333333,0.333333333,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.493979391601574,0.97
330,"1_4_4_0_01111_7_0",1,4,0,4,4,2,7,0,0,"0",0,0,2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,8,1,0.4,1.1284034825656,1.84900190700532,0.97
331,"1_4_4_0_10001_4_1",1,4,0,4,4,-1,4,0,0,"1",0.333333333,0.333333333,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.493979391601574,0.97
332,"1_4_4_0_10010_2_0",1,4,0,4,3,-3,2,1,0,"0",0.166666667,0.166666667,0,0.03125,0.228611111,0.03125,0.114166667,3,0,0,2,1,1,4,0,0.4,1.1284034825656,0.360292192309717,0.97
333,"1_4_4_0_10101_4_0",1,4,0,4,2,-1,4,1,0,"0",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,2,0,1,6,0,0.4,1.1284034825656,-0.180963401391386,0.97
334,"1_4_4_0_11000_4_1",1,4,0,4,3,-1,4,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.354560139500318,0.97
335,"1_4_4_0_11001_6_1",1,4,0,4,3,1,6,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.354560139500318,0.97
336,"1_4_4_0_11010_6_1",1,4,0,4,3,1,6,0,0,"1",0.333333333,0.333333333,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.354560139500318,0.97
337,"1_4_4_0_11011_9_0",1,4,0,4,3,4,9,1,0,"0",0,0,2,0.00390625,0.158055556,0.1171875,0.248611111,2,0,0,1,1,1,8,1,0.4,1.1284034825656,1.35317025427328,0.97
338,"1_4_4_0_11100_6_1",1,4,0,4,4,1,6,0,0,"1",0.333333333,0.333333333,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.493979391601574,0.97
339,"1_4_4_0_11101_6_0",1,4,0,4,4,1,6,0,0,"0",0.333333333,0.333333333,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,2,0,1,8,1,0.4,1.1284034825656,0.799161887063999,0.97
340,"1_4_4_0_11110_8_1",1,4,0,4,5,3,8,0,0,"1",0.166666667,0.166666667,4,0.03125,0.228611111,0.205078125,0.368055556,1,1,1,0,1,1,8,1,0.4,1.1284034825656,-0.633398643702829,0.97
341,"1_4_4_1_00001_2_1",1,4,1,4,5,-3,-5,0,1,"1",0.166666667,0.166666667,-4,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,0,1,1,-5,1,0.4,1.1284034825656,-0.633398643702829,0.97
342,"1_4_4_1_00010_2_1",1,4,1,4,4,-3,-5,0,1,"1",0.166666667,0.166666667,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,0,1,1,-5,1,0.4,1.1284034825656,-0.493979391601574,0.97
343,"1_4_4_1_00011_2_0",1,4,1,4,4,-3,-5,0,1,"0",0.166666667,0.166666667,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,2,0,1,-7,0,0.4,1.1284034825656,0.799161887063999,0.97
344,"1_4_4_1_00100_4_0",1,4,1,4,3,-1,-7,0,1,"0",0.333333333,0.333333333,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,2,1,1,-5,1,0.4,1.1284034825656,0.309099242836306,0.97
345,"1_4_4_1_00101_4_1",1,4,1,4,3,-1,-7,0,1,"1",0.333333333,0.333333333,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,-0.354560139500318,0.97
346,"1_4_4_1_00110_4_1",1,4,1,4,3,-1,-7,0,1,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,-0.354560139500318,0.97
347,"1_4_4_1_00111_6_1",1,4,1,4,3,1,2,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.354560139500318,0.97
348,"1_4_4_1_01010_3_0",1,4,1,4,2,-2,-6,1,0,"0",0,0,0,0.109375,0.286944444,0.109375,0.248611111,2,0,0,1,1,1,-7,0,0.4,1.1284034825656,0.863107610045587,0.97
349,"1_4_4_1_01011_4_0",1,4,1,4,2,-1,-7,0,1,"0",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,2,0,1,2,0,0.4,1.1284034825656,-0.180963401391386,0.97
350,"1_4_4_1_01100_3_0",1,4,1,4,3,-2,-6,1,0,"0",0,0,0,0.109375,0.286944444,0.109375,0.248611111,2,0,0,1,1,1,-7,0,0.4,1.1284034825656,1.35317025427328,0.97
351,"1_4_4_1_01110_4_0",1,4,1,4,4,-1,-7,0,1,"0",0.333333333,0.333333333,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,2,0,0.4,1.1284034825656,0.85035483653741,0.97
352,"1_4_4_1_10010_4_1",1,4,1,4,3,-1,-7,0,1,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,-0.354560139500318,0.97
353,"1_4_4_1_10011_8_0",1,4,1,4,3,3,4,1,0,"0",0.166666667,0.166666667,0,0.03125,0.228611111,0.03125,0.114166667,3,0,0,2,1,1,2,0,0.4,1.1284034825656,0.360292192309717,0.97
354,"1_4_4_1_10101_7_0",1,4,1,4,2,2,3,1,0,"0",0,0,0,0.109375,0.286944444,0.109375,0.248611111,2,0,0,1,1,1,2,0,0.4,1.1284034825656,0.863107610045587,0.97
355,"1_4_4_1_11000_2_0",1,4,1,4,3,-3,-5,1,0,"0",0.166666667,0.166666667,0,0.03125,0.228611111,0.03125,0.114166667,3,0,1,2,1,1,-7,0,0.4,1.1284034825656,0.360292192309717,0.97
356,"1_4_4_1_11010_7_0",1,4,1,4,3,2,3,0,0,"0",0,0,2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,2,0,0.4,1.1284034825656,1.35893926277763,0.97
357,"1_4_4_1_11011_9_0",1,4,1,4,3,4,5,1,0,"0",0,0,2,0.00390625,0.158055556,0.1171875,0.248611111,2,0,1,1,1,1,4,0,0.4,1.1284034825656,1.35317025427328,0.97
358,"1_4_4_1_11101_7_0",1,4,1,4,4,2,3,0,0,"0",0,0,2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,4,0,0.4,1.1284034825656,1.84900190700532,0.97
359,"1_4_4_1_11110_9_0",1,4,1,4,5,4,5,0,0,"0",0,0,4,0.00390625,0.158055556,0.24609375,0.22,0,0,1,1,0,1,4,0,0.4,1.1284034825656,2.33906455123302,0.97
360,"1_4_5_0_00001_3_0",1,5,0,4,5,-2,3,0,0,"0",0,0,-4,0.109375,0.286944444,0.1171875,0.248611111,2,0,0,1,1,1,2,0,0.4,1.1284034825656,2.33329554272867,0.97
361,"1_4_5_0_00010_2_1",1,5,0,4,4,-3,2,0,0,"1",0.166666667,0.166666667,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.493979391601574,0.97
362,"1_4_5_0_00011_4_1",1,5,0,4,4,-1,4,0,0,"1",0.333333333,0.333333333,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.493979391601574,0.97
363,"1_4_5_0_00100_1_0",1,5,0,4,3,-4,1,1,0,"0",0,0,-2,0.00390625,0.158055556,0.1171875,0.248611111,2,1,1,1,1,1,2,0,0.4,1.1284034825656,1.35317025427328,0.97
364,"1_4_5_0_00101_6_0",1,5,0,4,3,1,6,1,0,"0",0.333333333,0.333333333,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,4,0,0.4,1.1284034825656,0.360292192309717,0.97
365,"1_4_5_0_00110_4_1",1,5,0,4,3,-1,4,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.354560139500318,0.97
366,"1_4_5_0_00111_6_1",1,5,0,4,3,1,6,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.354560139500318,0.97
367,"1_4_5_0_01001_6_0",1,5,0,4,3,1,6,1,0,"0",0.333333333,0.333333333,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,4,0,0.4,1.1284034825656,0.360292192309717,0.97
368,"1_4_5_0_01010_4_1",1,5,0,4,2,-1,4,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.215140887399062,0.97
369,"1_4_5_0_01100_4_1",1,5,0,4,3,-1,4,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.354560139500318,0.97
370,"1_4_5_0_01101_6_1",1,5,0,4,3,1,6,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.354560139500318,0.97
371,"1_4_5_0_01110_6_1",1,5,0,4,4,1,6,0,0,"1",0.333333333,0.333333333,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.493979391601574,0.97
372,"1_4_5_0_01111_7_0",1,5,0,4,4,2,7,0,0,"0",0,0,2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,8,1,0.4,1.1284034825656,1.84900190700532,0.97
373,"1_4_5_0_10000_4_0",1,5,0,4,4,-1,4,0,0,"0",0.333333333,0.333333333,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,2,1,1,2,0,0.4,1.1284034825656,0.799161887063999,0.97
374,"1_4_5_0_10010_4_1",1,5,0,4,3,-1,4,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.354560139500318,0.97
375,"1_4_5_0_10011_6_1",1,5,0,4,3,1,6,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,6,0,0.4,1.1284034825656,-0.354560139500318,0.97
376,"1_4_5_0_11000_2_0",1,5,0,4,3,-3,2,1,0,"0",0.166666667,0.166666667,0,0.03125,0.228611111,0.03125,0.114166667,3,0,0,2,1,1,4,0,0.4,1.1284034825656,0.360292192309717,0.97
377,"1_4_5_0_11011_7_0",1,5,0,4,3,2,7,0,0,"0",0,0,2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,8,1,0.4,1.1284034825656,1.35893926277763,0.97
378,"1_4_5_0_11100_4_0",1,5,0,4,4,-1,4,1,0,"0",0.333333333,0.333333333,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,6,0,0.4,1.1284034825656,0.85035483653741,0.97
379,"1_4_5_0_11101_7_0",1,5,0,4,4,2,7,0,0,"0",0,0,2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,8,1,0.4,1.1284034825656,1.84900190700532,0.97
380,"1_4_5_0_11110_9_0",1,5,0,4,5,4,9,0,0,"0",0,0,4,0.00390625,0.158055556,0.24609375,0.22,0,0,0,1,0,1,8,1,0.4,1.1284034825656,2.33906455123302,0.97
381,"1_4_5_1_00001_2_1",1,5,1,4,5,-3,-5,0,1,"1",0.166666667,0.166666667,-4,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,0,1,1,-5,1,0.4,1.1284034825656,-0.633398643702829,0.97
382,"1_4_5_1_00010_2_1",1,5,1,4,4,-3,-5,0,1,"1",0.166666667,0.166666667,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,0,1,1,-5,1,0.4,1.1284034825656,-0.493979391601574,0.97
383,"1_4_5_1_00011_4_1",1,5,1,4,4,-1,-7,0,1,"1",0.333333333,0.333333333,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,-0.493979391601574,0.97
384,"1_4_5_1_00100_4_0",1,5,1,4,3,-1,-7,0,1,"0",0.333333333,0.333333333,-2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,2,1,1,-5,1,0.4,1.1284034825656,0.309099242836306,0.97
385,"1_4_5_1_00101_6_0",1,5,1,4,3,1,2,1,0,"0",0.333333333,0.333333333,-2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,-7,0,0.4,1.1284034825656,0.360292192309717,0.97
386,"1_4_5_1_00110_4_1",1,5,1,4,3,-1,-7,0,1,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,-7,0,0.4,1.1284034825656,-0.354560139500318,0.97
387,"1_4_5_1_00111_4_0",1,5,1,4,3,-1,-7,0,1,"0",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,2,0,1,2,0,0.4,1.1284034825656,0.309099242836306,0.97
388,"1_4_5_1_01000_2_1",1,5,1,4,3,-3,-5,0,1,"1",0.166666667,0.166666667,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,0,1,1,-5,1,0.4,1.1284034825656,-0.354560139500318,0.97
389,"1_4_5_1_01010_2_0",1,5,1,4,2,-3,-5,1,0,"0",0.166666667,0.166666667,0,0.03125,0.228611111,0.03125,0.114166667,3,0,1,2,1,1,-7,0,0.4,1.1284034825656,-0.129770451917976,0.97
390,"1_4_5_1_01011_4_0",1,5,1,4,2,-1,-7,0,1,"0",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,2,0,1,2,0,0.4,1.1284034825656,-0.180963401391386,0.97
391,"1_4_5_1_01101_6_1",1,5,1,4,3,1,2,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.354560139500318,0.97
392,"1_4_5_1_01110_4_0",1,5,1,4,4,-1,-7,0,1,"0",0.333333333,0.333333333,2,0.21875,0.326388889,0.043945313,0.114166667,3,0,0,2,1,1,2,0,0.4,1.1284034825656,0.85035483653741,0.97
393,"1_4_5_1_01111_8_1",1,5,1,4,4,3,4,0,0,"1",0.166666667,0.166666667,2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.493979391601574,0.97
394,"1_4_5_1_10000_2_1",1,5,1,4,4,-3,-5,0,1,"1",0.166666667,0.166666667,-2,0.03125,0.228611111,0.205078125,0.368055556,1,0,1,0,1,1,-5,1,0.4,1.1284034825656,-0.493979391601574,0.97
395,"1_4_5_1_10010_2_0",1,5,1,4,3,-3,-5,1,0,"0",0.166666667,0.166666667,0,0.03125,0.228611111,0.03125,0.114166667,3,0,1,2,1,1,-7,0,0.4,1.1284034825656,0.360292192309717,0.97
396,"1_4_5_1_10101_6_1",1,5,1,4,2,1,2,0,0,"1",0.333333333,0.333333333,0,0.21875,0.326388889,0.21875,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.215140887399062,0.97
397,"1_4_5_1_10110_6_1",1,5,1,4,3,1,2,0,0,"1",0.333333333,0.333333333,2,0.21875,0.326388889,0.043945313,0.368055556,1,0,0,0,1,1,2,0,0.4,1.1284034825656,-0.354560139500318,0.97
398,"1_4_5_1_10111_8_1",1,5,1,4,3,3,4,0,0,"1",0.166666667,0.166666667,2,0.03125,0.228611111,0.205078125,0.368055556,1,0,0,0,1,1,4,0,0.4,1.1284034825656,-0.354560139500318,0.97
399,"1_4_5_1_11100_7_0",1,5,1,4,4,2,3,0,0,"0",0,0,2,0.109375,0.286944444,0.24609375,0.22,0,0,0,1,0,1,2,0,0.4,1.1284034825656,1.84900190700532,0.97
400,"1_4_5_1_11110_9_0",1,5,1,4,5,4,5,0,0,"0",0,0,4,0.00390625,0.158055556,0.24609375,0.22,0,0,1,1,0,1,4,0,0.4,1.1284034825656,2.33906455123302,0.97
401,"1_5_1_0_000110_2_0",1,1,0,5,4,-3,2,0,0,"0",0,0,-1,0.03125,0.228611111,0.1171875,0.248611111,2,0,0,1,1,1,3,0,0.4,1.1284034825656,1.84323289850097,0.97
402,"1_5_1_0_001001_3_1",1,1,0,5,4,-2,3,0,0,"1",0.25,0.375,-3,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.493979391601574,0.97
403,"1_5_1_0_010001_3_1",1,1,0,5,4,-2,3,0,0,"1",0.25,0.375,-3,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.493979391601574,0.97
404,"1_5_1_0_010010_1_0",1,1,0,5,3,-4,1,1,0,"0",0.083333333,0.125,-1,0.00390625,0.158055556,0.043945313,0.114166667,3,1,1,2,1,1,3,0,0.4,1.1284034825656,0.360292192309717,0.97
405,"1_5_1_0_010111_6_0",1,1,0,5,3,1,6,0,0,"0",0,0,1,0.21875,0.326388889,0.24609375,0.22,0,0,0,1,0,1,7,0,0.4,1.1284034825656,1.35893926277763,0.97
406,"1_5_1_0_011011_9_0",1,1,0,5,3,4,9,1,0,"0",0.083333333,0.125,1,0.00390625,0.158055556,0.043945313,0.114166667,3,0,0,2,1,1,7,0,0.4,1.1284034825656,0.360292192309717,0.97
407,"1_5_1_0_011101_8_0",1,1,0,5,4,3,8,1,0,"0",0,0,1,0.03125,0.228611111,0.1171875,0.248611111,2,1,1,1,1,1,7,0,0.4,1.1284034825656,1.84323289850097,0.97
408,"1_5_1_0_011110_7_1",1,1,0,5,5,2,7,0,0,"1",0.25,0.375,3,0.109375,0.286944444,0.1171875,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.633398643702829,0.97
409,"1_5_1_0_100010_2_0",1,1,0,5,4,-3,2,1,0,"0",0,0,-1,0.03125,0.228611111,0.1171875,0.248611111,2,0,0,1,1,1,3,0,0.4,1.1284034825656,1.84323289850097,0.97
410,"1_5_1_0_101101_7_1",1,1,0,5,3,2,7,0,0,"1",0.25,0.375,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.354560139500318,0.97
411,"1_5_1_0_101110_7_1",1,1,0,5,4,2,7,0,0,"1",0.25,0.375,3,0.109375,0.286944444,0.1171875,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.493979391601574,0.97
412,"1_5_1_0_110000_3_1",1,1,0,5,4,-2,3,0,0,"1",0.25,0.375,-1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.493979391601574,0.97
413,"1_5_1_0_110011_7_1",1,1,0,5,3,2,7,0,0,"1",0.25,0.375,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,7,0,0.4,1.1284034825656,-0.354560139500318,0.97
414,"1_5_1_0_110101_9_0",1,1,0,5,3,4,9,1,0,"0",0.083333333,0.125,1,0.00390625,0.158055556,0.043945313,0.114166667,3,0,0,2,1,1,7,0,0.4,1.1284034825656,0.360292192309717,0.97
415,"1_5_1_0_110110_8_0",1,1,0,5,4,3,8,0,0,"0",0,0,3,0.03125,0.228611111,0.24609375,0.22,0,1,1,1,0,1,7,0,0.4,1.1284034825656,1.84900190700532,0.97
416,"1_5_1_0_110111_9_1",1,1,0,5,4,4,9,0,0,"1",0.083333333,0.125,3,0.00390625,0.158055556,0.205078125,0.368055556,1,0,0,0,1,1,9,0,0.4,1.1284034825656,-0.493979391601574,0.97
417,"1_5_1_0_111001_6_0",1,1,0,5,4,1,6,0,0,"0",0,0,1,0.21875,0.326388889,0.24609375,0.22,0,0,0,1,0,1,7,0,0.4,1.1284034825656,1.84900190700532,0.97
418,"1_5_1_0_111011_9_1",1,1,0,5,4,4,9,0,0,"1",0.083333333,0.125,3,0.00390625,0.158055556,0.205078125,0.368055556,1,0,0,0,1,1,9,0,0.4,1.1284034825656,-0.493979391601574,0.97
419,"1_5_1_0_111101_7_0",1,1,0,5,5,2,7,0,0,"0",0.25,0.375,3,0.109375,0.286944444,0.1171875,0.368055556,1,0,0,2,0,1,9,0,0.4,1.1284034825656,1.28922453129169,0.97
420,"1_5_1_1_000011_1_0",1,1,1,5,5,-4,-4,0,1,"0",0.083333333,0.125,-3,0.00390625,0.158055556,0.205078125,0.368055556,1,0,0,2,0,1,-6,0,0.4,1.1284034825656,1.28922453129169,0.97
421,"1_5_1_1_000110_3_1",1,1,1,5,4,-2,-6,0,1,"1",0.25,0.375,-1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,-6,0,0.4,1.1284034825656,-0.493979391601574,0.97
422,"1_5_1_1_001010_3_1",1,1,1,5,3,-2,-6,0,1,"1",0.25,0.375,-1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,-6,0,0.4,1.1284034825656,-0.354560139500318,0.97
423,"1_5_1_1_001111_7_1",1,1,1,5,4,2,3,0,0,"1",0.25,0.375,1,0.109375,0.286944444,0.205078125,0.368055556,1,0,0,0,1,1,3,0,0.4,1.1284034825656,-0.493979391601574,0.97
424,"1_5_1_1_010010_1_0",1,1,1,5,3,-4,-4,1,0,"0",0.083333333,0.125,-1,0.00390625,0.158055556,0.043945313,0.114166667,3,0,0,2,1,1,-6,0,0.4,1.1284034825656,0.360292192309717,0.97
